,play_sequence_num,game_id,home_team,away_team,yardline_100,game_date,game_seconds_remaining,down,ydstogo,play_type,no_huddle,shotgun,pass_length,pass_location,run_location,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,roof,surface,offense_formation,offense_personnel,defenders_in_box,defense_personnel,weather
1257,12,2016_01_LA_SF,SF,LA,37.0,2016-09-12,3010.0,2.0,6.0,run,1.0,1.0,,,left,3.0,3.0,0.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1258,13,2016_01_LA_SF,SF,LA,21.0,2016-09-12,3002.0,1.0,10.0,run,1.0,1.0,,,middle,3.0,3.0,0.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1259,14,2016_01_LA_SF,SF,LA,17.0,2016-09-12,2979.0,2.0,6.0,pass,1.0,1.0,short,left,,3.0,3.0,0.0,outdoors,grass,EMPTY,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1260,15,2016_01_LA_SF,SF,LA,17.0,2016-09-12,2975.0,3.0,6.0,pass,1.0,1.0,short,left,,3.0,3.0,0.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1261,16,2016_01_LA_SF,SF,LA,10.0,2016-09-12,2942.0,1.0,10.0,run,1.0,1.0,,,middle,3.0,3.0,0.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1262,17,2016_01_LA_SF,SF,LA,11.0,2016-09-12,2910.0,2.0,11.0,run,1.0,1.0,,,middle,3.0,3.0,0.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1269,18,2016_01_LA_SF,SF,LA,77.0,2016-09-12,2804.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1270,19,2016_01_LA_SF,SF,LA,62.0,2016-09-12,2774.0,1.0,10.0,run,1.0,1.0,,,right,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1271,20,2016_01_LA_SF,SF,LA,61.0,2016-09-12,2753.0,2.0,9.0,run,1.0,1.0,,,right,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1272,21,2016_01_LA_SF,SF,LA,43.0,2016-09-12,2714.0,1.0,10.0,run,0.0,1.0,,,right,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1274,22,2016_01_LA_SF,SF,LA,37.0,2016-09-12,2700.0,2.0,4.0,run,0.0,1.0,,,right,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1275,23,2016_01_LA_SF,SF,LA,36.0,2016-09-12,2671.0,3.0,3.0,run,1.0,1.0,,,left,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1276,24,2016_01_LA_SF,SF,LA,34.0,2016-09-12,2653.0,4.0,1.0,pass,1.0,1.0,short,right,,3.0,3.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1284,25,2016_01_LA_SF,SF,LA,59.0,2016-09-12,2460.0,1.0,10.0,run,0.0,1.0,,,left,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1285,26,2016_01_LA_SF,SF,LA,43.0,2016-09-12,2441.0,1.0,10.0,pass,0.0,1.0,short,left,,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1286,27,2016_01_LA_SF,SF,LA,43.0,2016-09-12,2437.0,2.0,10.0,pass,1.0,1.0,short,left,,3.0,2.0,7.0,outdoors,grass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1287,28,2016_01_LA_SF,SF,LA,43.0,2016-09-12,2431.0,3.0,10.0,pass,1.0,1.0,short,right,,3.0,2.0,7.0,outdoors,grass,EMPTY,"1 RB, 1 TE, 3 WR",4.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1288,29,2016_01_LA_SF,SF,LA,39.0,2016-09-12,2406.0,4.0,6.0,pass,0.0,1.0,deep,left,,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1289,30,2016_01_LA_SF,SF,LA,21.0,2016-09-12,2377.0,1.0,10.0,run,1.0,1.0,,,left,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1290,31,2016_01_LA_SF,SF,LA,21.0,2016-09-12,2343.0,2.0,10.0,run,1.0,1.0,,,middle,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",5.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1291,32,2016_01_LA_SF,SF,LA,15.0,2016-09-12,2308.0,3.0,4.0,run,1.0,1.0,,,middle,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1292,33,2016_01_LA_SF,SF,LA,3.0,2016-09-12,2301.0,1.0,3.0,run,1.0,1.0,,,left,3.0,2.0,7.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1301,34,2016_01_LA_SF,SF,LA,90.0,2016-09-12,2126.0,1.0,10.0,run,0.0,1.0,,,left,3.0,2.0,14.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1303,35,2016_01_LA_SF,SF,LA,64.0,2016-09-12,2094.0,1.0,10.0,pass,1.0,1.0,short,right,,3.0,2.0,14.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1304,36,2016_01_LA_SF,SF,LA,63.0,2016-09-12,2063.0,2.0,9.0,run,1.0,1.0,,,middle,3.0,2.0,14.0,outdoors,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1305,37,2016_01_LA_SF,SF,LA,60.0,2016-09-12,2029.0,3.0,6.0,pass,1.0,1.0,short,left,,3.0,2.0,14.0,outdoors,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
1306,38,2016_01_LA_SF,SF,LA,50.0,2016-09-12,2010.0,1.0,10.0,pass,1.0,1.0,short,right,,3.0,2.0,14.0,outdoors,grass,,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB","Clear Temp: 66° F, Humidity: 56%, Wind: NW 17 mph"
