,play_sequence_num,game_id,home_team,away_team,yardline_100,game_date,game_seconds_remaining,down,ydstogo,play_type,no_huddle,shotgun,pass_length,pass_location,run_location,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,roof,surface,offense_formation,offense_personnel,defenders_in_box,defense_personnel
1777,1,2016_01_NE_ARI,ARI,NE,74.0,2016-09-11,3407.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,0.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1778,3,2016_01_NE_ARI,ARI,NE,74.0,2016-09-11,3401.0,2.0,10.0,run,0.0,0.0,,,right,3.0,3.0,0.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1779,4,2016_01_NE_ARI,ARI,NE,74.0,2016-09-11,3362.0,3.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,0.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1781,5,2016_01_NE_ARI,ARI,NE,72.0,2016-09-11,3301.0,1.0,19.0,pass,0.0,1.0,short,middle,,3.0,3.0,0.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB"
1782,6,2016_01_NE_ARI,ARI,NE,53.0,2016-09-11,3270.0,1.0,10.0,run,0.0,1.0,,,middle,3.0,3.0,0.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1783,7,2016_01_NE_ARI,ARI,NE,51.0,2016-09-11,3227.0,2.0,8.0,pass,0.0,1.0,short,left,,3.0,3.0,0.0,closed,grass,EMPTY,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB"
1784,8,2016_01_NE_ARI,ARI,NE,43.0,2016-09-11,3203.0,1.0,10.0,run,0.0,0.0,,,right,3.0,3.0,0.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",7.0,"3 DL, 4 LB, 4 DB"
1785,9,2016_01_NE_ARI,ARI,NE,37.0,2016-09-11,3162.0,2.0,4.0,pass,0.0,0.0,deep,left,,3.0,3.0,0.0,closed,grass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB"
1795,10,2016_01_NE_ARI,ARI,NE,92.0,2016-09-11,3072.0,1.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,7.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1796,11,2016_01_NE_ARI,ARI,NE,71.0,2016-09-11,3040.0,1.0,10.0,run,0.0,0.0,,,right,3.0,3.0,7.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"3 DL, 4 LB, 4 DB"
1797,12,2016_01_NE_ARI,ARI,NE,70.0,2016-09-11,3003.0,2.0,9.0,pass,0.0,1.0,short,right,,3.0,3.0,7.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB"
1799,13,2016_01_NE_ARI,ARI,NE,65.0,2016-09-11,2997.0,3.0,4.0,run,0.0,0.0,,,middle,3.0,3.0,7.0,closed,grass,I_FORM,"1 RB, 2 TE, 2 WR",7.0,"2 DL, 4 LB, 5 DB"
1800,14,2016_01_NE_ARI,ARI,NE,61.0,2016-09-11,2967.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,3.0,7.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1801,15,2016_01_NE_ARI,ARI,NE,48.0,2016-09-11,2930.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,7.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1802,16,2016_01_NE_ARI,ARI,NE,45.0,2016-09-11,2898.0,2.0,7.0,run,0.0,0.0,,,right,3.0,3.0,7.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1803,17,2016_01_NE_ARI,ARI,NE,43.0,2016-09-11,2860.0,3.0,5.0,pass,0.0,1.0,short,right,,3.0,3.0,7.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1804,18,2016_01_NE_ARI,ARI,NE,36.0,2016-09-11,2822.0,1.0,10.0,pass,0.0,0.0,deep,middle,,3.0,3.0,7.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1805,19,2016_01_NE_ARI,ARI,NE,36.0,2016-09-11,2816.0,2.0,10.0,run,0.0,0.0,,,left,3.0,3.0,7.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1806,20,2016_01_NE_ARI,ARI,NE,29.0,2016-09-11,2770.0,3.0,3.0,pass,0.0,1.0,short,left,,3.0,3.0,7.0,closed,grass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1822,21,2016_01_NE_ARI,ARI,NE,89.0,2016-09-11,2542.0,1.0,15.0,pass,0.0,1.0,short,right,,3.0,3.0,10.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 3 LB, 5 DB"
1823,22,2016_01_NE_ARI,ARI,NE,79.0,2016-09-11,2513.0,2.0,5.0,pass,0.0,0.0,short,middle,,3.0,3.0,10.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"3 DL, 4 LB, 4 DB"
1824,23,2016_01_NE_ARI,ARI,NE,79.0,2016-09-11,2508.0,3.0,5.0,pass,0.0,1.0,short,left,,3.0,3.0,10.0,closed,grass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1825,24,2016_01_NE_ARI,ARI,NE,60.0,2016-09-11,2474.0,1.0,10.0,pass,0.0,0.0,short,left,,3.0,3.0,10.0,closed,grass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB"
1826,25,2016_01_NE_ARI,ARI,NE,60.0,2016-09-11,2470.0,2.0,10.0,run,0.0,1.0,,,middle,3.0,3.0,10.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB"
1827,26,2016_01_NE_ARI,ARI,NE,59.0,2016-09-11,2432.0,3.0,9.0,pass,0.0,1.0,,,,3.0,3.0,10.0,closed,grass,,"1 RB, 1 TE, 3 WR",5.0,"3 DL, 1 LB, 7 DB"
1843,27,2016_01_NE_ARI,ARI,NE,74.0,2016-09-11,2040.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"3 DL, 3 LB, 5 DB"
1844,28,2016_01_NE_ARI,ARI,NE,70.0,2016-09-11,2006.0,2.0,6.0,run,0.0,0.0,,,,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",7.0,"3 DL, 3 LB, 5 DB"
1845,29,2016_01_NE_ARI,ARI,NE,72.0,2016-09-11,1964.0,3.0,8.0,pass,0.0,1.0,short,left,,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB"
1853,30,2016_01_NE_ARI,ARI,NE,69.0,2016-09-11,1884.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1854,31,2016_01_NE_ARI,ARI,NE,68.0,2016-09-11,1847.0,2.0,9.0,run,0.0,0.0,,,right,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1856,32,2016_01_NE_ARI,ARI,NE,85.0,2016-09-11,1833.0,2.0,26.0,run,0.0,1.0,,,middle,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1858,33,2016_01_NE_ARI,ARI,NE,81.0,2016-09-11,1827.0,3.0,22.0,run,0.0,0.0,,,right,3.0,2.0,3.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"3 DL, 4 LB, 4 DB"
1864,34,2016_01_NE_ARI,ARI,NE,75.0,2016-09-11,1800.0,1.0,10.0,pass,0.0,0.0,short,middle,,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1865,35,2016_01_NE_ARI,ARI,NE,72.0,2016-09-11,1764.0,2.0,7.0,run,0.0,0.0,,,left,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",7.0,"3 DL, 4 LB, 4 DB"
1866,36,2016_01_NE_ARI,ARI,NE,71.0,2016-09-11,1726.0,3.0,6.0,run,0.0,1.0,,,middle,3.0,3.0,3.0,closed,grass,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 4 LB, 5 DB"
1867,37,2016_01_NE_ARI,ARI,NE,61.0,2016-09-11,1682.0,1.0,10.0,pass,0.0,0.0,short,right,,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 0 TE, 3 WR",8.0,"3 DL, 4 LB, 4 DB"
1868,38,2016_01_NE_ARI,ARI,NE,52.0,2016-09-11,1645.0,2.0,1.0,run,0.0,1.0,,,right,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1869,39,2016_01_NE_ARI,ARI,NE,39.0,2016-09-11,1625.0,1.0,10.0,run,0.0,0.0,,,right,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"3 DL, 4 LB, 4 DB"
1870,40,2016_01_NE_ARI,ARI,NE,40.0,2016-09-11,1586.0,2.0,11.0,pass,0.0,1.0,short,right,,3.0,3.0,3.0,closed,grass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB"
1871,41,2016_01_NE_ARI,ARI,NE,36.0,2016-09-11,1544.0,3.0,7.0,pass,0.0,1.0,short,left,,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB"
1872,42,2016_01_NE_ARI,ARI,NE,8.0,2016-09-11,1508.0,1.0,8.0,run,0.0,1.0,,,middle,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1884,43,2016_01_NE_ARI,ARI,NE,72.0,2016-09-11,1321.0,1.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,10.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB"
1885,44,2016_01_NE_ARI,ARI,NE,67.0,2016-09-11,1290.0,2.0,5.0,run,0.0,0.0,,,middle,3.0,3.0,10.0,closed,grass,,"2 RB, 2 TE, 1 WR",8.0,"3 DL, 4 LB, 4 DB"
1894,45,2016_01_NE_ARI,ARI,NE,75.0,2016-09-11,1169.0,1.0,10.0,run,0.0,0.0,,,left,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1895,46,2016_01_NE_ARI,ARI,NE,72.0,2016-09-11,1131.0,2.0,7.0,run,0.0,0.0,,,right,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB"
1896,47,2016_01_NE_ARI,ARI,NE,63.0,2016-09-11,1085.0,1.0,10.0,pass,0.0,1.0,short,middle,,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB"
1897,48,2016_01_NE_ARI,ARI,NE,59.0,2016-09-11,1049.0,2.0,6.0,run,0.0,1.0,,,middle,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1898,49,2016_01_NE_ARI,ARI,NE,58.0,2016-09-11,1006.0,3.0,5.0,pass,0.0,0.0,short,left,,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB"
1899,50,2016_01_NE_ARI,ARI,NE,53.0,2016-09-11,972.0,1.0,10.0,run,0.0,0.0,,,left,3.0,3.0,3.0,closed,grass,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"3 DL, 4 LB, 4 DB"
1900,51,2016_01_NE_ARI,ARI,NE,52.0,2016-09-11,927.0,2.0,9.0,pass,0.0,1.0,short,right,,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB"
1903,52,2016_01_NE_ARI,ARI,NE,31.0,2016-09-11,897.0,1.0,10.0,run,0.0,1.0,,,middle,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 4 LB, 4 DB"
1904,53,2016_01_NE_ARI,ARI,NE,30.0,2016-09-11,854.0,2.0,9.0,pass,0.0,0.0,short,left,,3.0,3.0,3.0,closed,grass,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"3 DL, 3 LB, 5 DB"
1907,54,2016_01_NE_ARI,ARI,NE,35.0,2016-09-11,770.0,3.0,14.0,pass,0.0,1.0,deep,left,,3.0,3.0,3.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1924,55,2016_01_NE_ARI,ARI,NE,75.0,2016-09-11,586.0,1.0,10.0,pass,0.0,0.0,,,,3.0,2.0,-1.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1925,56,2016_01_NE_ARI,ARI,NE,80.0,2016-09-11,547.0,2.0,15.0,pass,0.0,1.0,short,middle,,3.0,2.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1926,57,2016_01_NE_ARI,ARI,NE,80.0,2016-09-11,544.0,3.0,15.0,pass,0.0,1.0,deep,left,,3.0,2.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"2 DL, 3 LB, 6 DB"
1927,58,2016_01_NE_ARI,ARI,NE,48.0,2016-09-11,503.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,2.0,-1.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"2 DL, 4 LB, 5 DB"
1928,59,2016_01_NE_ARI,ARI,NE,54.0,2016-09-11,463.0,2.0,16.0,pass,0.0,1.0,short,middle,,3.0,2.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1929,60,2016_01_NE_ARI,ARI,NE,41.0,2016-09-11,418.0,3.0,3.0,pass,0.0,1.0,short,right,,3.0,2.0,-1.0,closed,grass,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 4 LB, 5 DB"
1930,61,2016_01_NE_ARI,ARI,NE,34.0,2016-09-11,381.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,2.0,-1.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"3 DL, 3 LB, 5 DB"
1931,62,2016_01_NE_ARI,ARI,NE,35.0,2016-09-11,339.0,2.0,11.0,pass,0.0,1.0,short,right,,3.0,2.0,-1.0,closed,grass,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"3 DL, 4 LB, 4 DB"
1932,63,2016_01_NE_ARI,ARI,NE,35.0,2016-09-11,335.0,3.0,11.0,run,0.0,0.0,,,left,3.0,2.0,-1.0,closed,grass,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,"2 DL, 3 LB, 6 DB"
1934,64,2016_01_NE_ARI,ARI,NE,27.0,2016-09-11,285.0,1.0,15.0,pass,0.0,1.0,short,left,,3.0,2.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB"
1936,65,2016_01_NE_ARI,ARI,NE,20.0,2016-09-11,277.0,2.0,8.0,pass,0.0,1.0,short,right,,3.0,1.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",8.0,"3 DL, 3 LB, 5 DB"
1937,66,2016_01_NE_ARI,ARI,NE,17.0,2016-09-11,273.0,3.0,5.0,run,0.0,1.0,,,right,3.0,1.0,-1.0,closed,grass,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"3 DL, 3 LB, 5 DB"
4373,1,2016_02_MIA_NE,NE,MIA,75.0,2016-09-18,3600.0,1.0,10.0,pass,0.0,1.0,short,middle,,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"6 OL, 1 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4374,1,2016_02_MIA_NE,NE,MIA,62.0,2016-09-18,3570.0,1.0,10.0,run,0.0,1.0,,,middle,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4375,3,2016_02_MIA_NE,NE,MIA,52.0,2016-09-18,3539.0,1.0,10.0,run,0.0,1.0,,,middle,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4376,4,2016_02_MIA_NE,NE,MIA,53.0,2016-09-18,3502.0,2.0,11.0,pass,0.0,1.0,short,right,,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB"
4377,5,2016_02_MIA_NE,NE,MIA,51.0,2016-09-18,3460.0,3.0,9.0,pass,0.0,1.0,short,left,,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB"
4378,6,2016_02_MIA_NE,NE,MIA,40.0,2016-09-18,3435.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,"4 DL, 3 LB, 4 DB"
4379,7,2016_02_MIA_NE,NE,MIA,14.0,2016-09-18,3399.0,1.0,10.0,run,0.0,1.0,,,left,3.0,3.0,0.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4380,8,2016_02_MIA_NE,NE,MIA,12.0,2016-09-18,3362.0,2.0,8.0,pass,0.0,1.0,short,middle,,3.0,3.0,0.0,outdoors,fieldturf,EMPTY,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB"
4388,9,2016_02_MIA_NE,NE,MIA,75.0,2016-09-18,3272.0,1.0,10.0,pass,0.0,0.0,short,right,,3.0,3.0,7.0,outdoors,fieldturf,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4389,10,2016_02_MIA_NE,NE,MIA,56.0,2016-09-18,3242.0,1.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,7.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4390,11,2016_02_MIA_NE,NE,MIA,47.0,2016-09-18,3204.0,2.0,1.0,run,0.0,0.0,,,right,3.0,3.0,7.0,outdoors,fieldturf,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4391,12,2016_02_MIA_NE,NE,MIA,45.0,2016-09-18,3171.0,1.0,10.0,pass,0.0,1.0,deep,middle,,3.0,3.0,7.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4392,13,2016_02_MIA_NE,NE,MIA,21.0,2016-09-18,3128.0,1.0,10.0,run,0.0,0.0,,,left,3.0,3.0,7.0,outdoors,fieldturf,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB"
4393,14,2016_02_MIA_NE,NE,MIA,20.0,2016-09-18,3091.0,2.0,9.0,pass,0.0,1.0,short,middle,,3.0,3.0,7.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4394,15,2016_02_MIA_NE,NE,MIA,20.0,2016-09-18,3087.0,3.0,9.0,pass,0.0,1.0,deep,middle,,3.0,3.0,7.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4401,16,2016_02_MIA_NE,NE,MIA,76.0,2016-09-18,2971.0,1.0,10.0,pass,0.0,1.0,short,middle,,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4402,17,2016_02_MIA_NE,NE,MIA,67.0,2016-09-18,2935.0,2.0,1.0,run,0.0,1.0,,,right,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4403,18,2016_02_MIA_NE,NE,MIA,64.0,2016-09-18,2899.0,1.0,10.0,pass,0.0,0.0,deep,middle,,3.0,3.0,14.0,outdoors,fieldturf,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB"
4404,19,2016_02_MIA_NE,NE,MIA,64.0,2016-09-18,2892.0,2.0,10.0,pass,0.0,1.0,short,middle,,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4405,20,2016_02_MIA_NE,NE,MIA,51.0,2016-09-18,2855.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,3.0,14.0,outdoors,fieldturf,I_FORM,"2 RB, 1 TE, 2 WR",8.0,"4 DL, 3 LB, 4 DB"
4406,21,2016_02_MIA_NE,NE,MIA,48.0,2016-09-18,2822.0,2.0,7.0,pass,0.0,0.0,deep,left,,3.0,3.0,14.0,outdoors,fieldturf,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4407,22,2016_02_MIA_NE,NE,MIA,48.0,2016-09-18,2814.0,3.0,7.0,pass,0.0,1.0,short,middle,,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4409,23,2016_02_MIA_NE,NE,MIA,39.0,2016-09-18,2742.0,1.0,20.0,run,0.0,1.0,,,left,3.0,3.0,14.0,outdoors,fieldturf,PISTOL,"2 RB, 1 TE, 2 WR",6.0,"4 DL, 2 LB, 5 DB"
4411,24,2016_02_MIA_NE,NE,MIA,32.0,2016-09-18,2700.0,2.0,13.0,run,0.0,1.0,,,middle,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4412,25,2016_02_MIA_NE,NE,MIA,16.0,2016-09-18,2667.0,1.0,10.0,run,0.0,1.0,,,left,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4413,26,2016_02_MIA_NE,NE,MIA,18.0,2016-09-18,2628.0,2.0,12.0,pass,0.0,1.0,short,left,,3.0,3.0,14.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4414,27,2016_02_MIA_NE,NE,MIA,10.0,2016-09-18,2594.0,3.0,4.0,pass,0.0,1.0,short,middle,,3.0,3.0,14.0,outdoors,fieldturf,EMPTY,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4421,28,2016_02_MIA_NE,NE,MIA,48.0,2016-09-18,2493.0,1.0,10.0,pass,0.0,0.0,short,left,,3.0,3.0,21.0,outdoors,fieldturf,I_FORM,"2 RB, 1 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4422,29,2016_02_MIA_NE,NE,MIA,44.0,2016-09-18,2459.0,2.0,6.0,run,0.0,1.0,,,middle,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4423,30,2016_02_MIA_NE,NE,MIA,42.0,2016-09-18,2418.0,3.0,4.0,pass,0.0,1.0,deep,left,,3.0,3.0,21.0,outdoors,fieldturf,EMPTY,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4431,31,2016_02_MIA_NE,NE,MIA,69.0,2016-09-18,2289.0,1.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4432,32,2016_02_MIA_NE,NE,MIA,69.0,2016-09-18,2284.0,2.0,10.0,pass,0.0,1.0,short,left,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4434,33,2016_02_MIA_NE,NE,MIA,59.0,2016-09-18,2220.0,1.0,10.0,run,0.0,0.0,,,middle,3.0,3.0,21.0,outdoors,fieldturf,SINGLEBACK,"1 RB, 1 TE, 3 WR",7.0,"4 DL, 2 LB, 5 DB"
4435,34,2016_02_MIA_NE,NE,MIA,57.0,2016-09-18,2180.0,2.0,8.0,pass,0.0,1.0,deep,right,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 2 LB, 5 DB"
4436,35,2016_02_MIA_NE,NE,MIA,57.0,2016-09-18,2174.0,3.0,8.0,pass,0.0,1.0,short,middle,,3.0,3.0,21.0,outdoors,fieldturf,,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
4439,36,2016_02_MIA_NE,NE,MIA,52.0,2016-09-18,2149.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"2 RB, 1 TE, 2 WR",5.0,"4 DL, 3 LB, 4 DB"
4441,37,2016_02_MIA_NE,NE,MIA,37.0,2016-09-18,2141.0,1.0,10.0,pass,0.0,1.0,short,right,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,"4 DL, 3 LB, 4 DB"
4442,38,2016_02_MIA_NE,NE,MIA,37.0,2016-09-18,2138.0,2.0,10.0,run,0.0,0.0,,,right,3.0,3.0,21.0,outdoors,fieldturf,I_FORM,"2 RB, 2 TE, 1 WR",8.0,"4 DL, 3 LB, 4 DB"
4443,39,2016_02_MIA_NE,NE,MIA,36.0,2016-09-18,2097.0,3.0,9.0,pass,0.0,1.0,short,right,,3.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,"4 DL, 2 LB, 5 DB"
4445,40,2016_02_MIA_NE,NE,MIA,21.0,2016-09-18,2042.0,1.0,10.0,run,0.0,1.0,,,right,2.0,3.0,21.0,outdoors,fieldturf,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,"4 DL, 2 LB, 5 DB"
